,language,url,query,documentation
169,go,https://github.com/cilium/cilium/blob/6ecfff82c2314dd9d847645361b57e2646eed64b/pkg/k8s/factory_functions.go#L272-L281,convert decimal to hex,// ConvertToIngress converts a *v1beta1.Ingress into a *v1beta1.Ingress
170,go,https://github.com/juju/juju/blob/ba728eedb1e44937c7bdc59f374b06400d0c7133/apiserver/common/storagecommon/volumes.go#L289-L304,convert decimal to hex,"// VolumeAttachmentInfoToState converts a params.VolumeAttachmentInfo
// to a state.VolumeAttachmentInfo."
171,javascript,https://github.com/AlCalzone/node-coap-client/blob/e690881a7be677b922325ce0103ddab2fc3ca091/build/lib/Hostname.js#L21-L44,convert decimal to hex,Takes an URL-safe hostname and converts it to an address to be used in UDP sockets
172,go,https://github.com/ethereum/go-ethereum/blob/b6c0234e0b5c9d459d1ed784c910f6348890d56b/cmd/puppeth/genesis.go#L310-L416,convert decimal to hex,"// newParityChainSpec converts a go-ethereum genesis block into a Parity specific
// chain specification format."
173,php,https://github.com/anklimsk/cakephp-basic-functions/blob/7554e8b0b420fd3155593af7bf76b7ccbdc8701e/Vendor/langcode-conv/zendframework/zend-filter/src/Inflector.php#L464-L472,convert decimal to hex,"Resolve named filters and convert them to filter objects.

@param  string $rule
@return FilterInterface"
174,go,https://github.com/opencontainers/runc/blob/dae70e8efea4199c8ac3d8c80eb23e1f75e60ebf/libcontainer/seccomp/config.go#L50-L55,convert decimal to hex,"// ConvertStringToOperator converts a string into a Seccomp comparison operator.
// Comparison operators use the names they are assigned by Libseccomp's header.
// Attempting to convert a string that is not a valid operator results in an
// error."
175,php,https://github.com/PHLAK/Config/blob/7542c4bf3a4761233239d34104edff99abea1550/src/Loaders/Toml.php#L17-L30,convert decimal to hex,"Retrieve the contents of a .toml file and convert it to an array of
configuration options.

@return array Array of configuration options"
176,php,https://github.com/bytic/helpers/blob/6a4f0388ba8653d65058ce63cf7627e38b9df041/src/Strings.php#L78-L91,convert decimal to hex,"Converts all relative hrefs and image srcs to absolute

@param string $string
@param string $base
@return string"
177,java,https://github.com/wildfly/wildfly-core/blob/cfaf0479dcbb2d320a44c5374b93b944ec39fade/platform-mbean/src/main/java/org/jboss/as/platform/mbean/PlatformMBeanUtil.java#L111-L120,convert decimal to hex,"Utility for converting {@link java.lang.management.MemoryUsage} to a detyped form.
@param memoryUsage the memory usage data object
@return the detyped representation"
178,php,https://github.com/ezsystems/ezpublish-kernel/blob/ef2ae730a46e9718ebd80f1047c0f8b866209ce9/eZ/Publish/Core/Persistence/Legacy/Content/FieldValue/Converter/MediaConverter.php#L53-L61,convert decimal to hex,"Converts field definition data in $storageDef into $fieldDef.

@param \eZ\Publish\Core\Persistence\Legacy\Content\StorageFieldDefinition $storageDef
@param \eZ\Publish\SPI\Persistence\Content\Type\FieldDefinition $fieldDef"
179,java,https://github.com/google/closure-compiler/blob/d81e36740f6a9e8ac31a825ee8758182e1dc5aae/src/com/google/javascript/jscomp/DotFormatter.java#L170-L173,convert decimal to hex,"Converts an AST to dot representation and appends it to the given buffer.
@param n the root of the AST described in the dot formatted string
@param inCFG Control Flow Graph.
@param builder A place to dump the graph."
180,php,https://github.com/propelorm/Propel/blob/3f7a284906ce3e402bcb101938270842fdad71fa/generator/lib/task/PropelDataDumpTask.php#L218-L248,convert decimal to hex,"Create the data XML -> database map.

This is necessary because there is currently no other method of knowing which
data XML files correspond to which database.  This map allows us to convert multiple
data XML files into SQL.

@throws IOException - if unable to store properties"
181,ruby,https://github.com/dicom/rtkit/blob/08248bf294769ae5b45ed4a9671f0620d5740252/lib/rtkit/dose_volume.rb#L238-L246,convert decimal to hex,"Builds a 3D dose pixel NArray from the dose images belonging to this
 DoseVolume. The array has shape [frames, columns, rows] and contains
 pixel values. To convert to dose values, the array must be multiplied
 with the scaling attribute.

 @return [NArray<Float>] a 3D numerical array"
182,java,https://github.com/PistoiaHELM/HELM2NotationToolkit/blob/ac5bb01fd5b4082134a8ef226bbe2ff0f60fcd38/src/main/java/org/helm/notation2/tools/HELM1Utils.java#L218-L290,convert decimal to hex,"method to convert the first section into canonical first section

@param helm2notation HELM2Notation
@return an Object containing in the first place a Map of converted ids and
in the second place the firstSection
@throws IOException
@throws HELM1ConverterException if there were HELM2 features in the
HELMNotation
@throws HELM1FormatException if the adHocMonomers can not be found
@throws ClassNotFoundException
@throws ValidationException if a smiles as monomer is not valid
@throws ChemistryException if the Chemistry Engine can not be initialized
@throws org.helm.notation2.parser.exceptionparser.NotationException"
183,python,https://github.com/secure-systems-lab/securesystemslib/blob/beb3109d5bb462e5a60eed88fb40ed1167bd354e/securesystemslib/keys.py#L496-L582,convert decimal to hex,"<Purpose>
    Construct a key dictionary (e.g., securesystemslib.formats.RSAKEY_SCHEMA)
    according to the keytype of 'key_metadata'.  The dict returned by this
    function has the exact format as the dict returned by one of the key
    generations functions, like generate_ed25519_key().  The dict returned
    has the form:

    {'keytype': keytype,
     'scheme': scheme,
     'keyid': 'f30a0870d026980100c0573bd557394f8c1bbd6...',
     'keyval': {'public': '...',
                'private': '...'}}

    For example, RSA key dictionaries in RSAKEY_SCHEMA format should be used by
    modules storing a collection of keys, such as with keydb.py.  RSA keys as
    stored in metadata files use a different format, so this function should be
    called if an RSA key is extracted from one of these metadata files and need
    converting.  The key generation functions create an entirely new key and
    return it in the format appropriate for 'keydb.py'.

    >>> ed25519_key = generate_ed25519_key()
    >>> key_val = ed25519_key['keyval']
    >>> keytype = ed25519_key['keytype']
    >>> scheme = ed25519_key['scheme']
    >>> ed25519_metadata = \
    format_keyval_to_metadata(keytype, scheme, key_val, private=True)
    >>> ed25519_key_2, junk = format_metadata_to_key(ed25519_metadata)
    >>> securesystemslib.formats.ED25519KEY_SCHEMA.matches(ed25519_key_2)
    True
    >>> ed25519_key == ed25519_key_2
    True

  <Arguments>
    key_metadata:
      The key dictionary as stored in Metadata files, conforming to
      'securesystemslib.formats.KEY_SCHEMA'.  It has the form:

      {'keytype': '...',
       'scheme': scheme,
       'keyval': {'public': '...',
                  'private': '...'}}

  <Exceptions>
    securesystemslib.exceptions.FormatError, if 'key_metadata' does not conform
    to 'securesystemslib.formats.KEY_SCHEMA'.

  <Side Effects>
    None.

  <Returns>
    In the case of an RSA key, a dictionary conformant to
    'securesystemslib.formats.RSAKEY_SCHEMA'."
184,python,https://github.com/wonambi-python/wonambi/blob/1d8e3d7e53df8017c199f703bcab582914676e76/wonambi/attr/annotations.py#L1212-L1249,convert decimal to hex,"Change the stage for one specific epoch.

        Parameters
        ----------
        epoch_start : int
            start time of the epoch, in seconds
        name : str
            description of the stage or qualifier.
        attr : str, optional
            either 'stage' or 'quality'
        save : bool
            whether to save every time one epoch is scored

        Raises
        ------
        KeyError
            When the epoch_start is not in the list of epochs.
        IndexError
            When there is no rater / epochs at all

        Notes
        -----
        In the GUI, you want to save as often as possible, even if it slows
        down the program, but it's the safer option. But if you're converting
        a dataset, you want to save at the end. Do not forget to save!"
185,java,https://github.com/alkacon/opencms-core/blob/bc104acc75d2277df5864da939a1f2de5fdee504/src/org/opencms/staticexport/CmsStaticExportManager.java#L2088-L2102,export to excel,"Returns true if the links in the static export should be relative.<p>

@param vfsName the name of the resource to export

@return true if the links in the static export should be relative"
186,ruby,https://github.com/SciRuby/daru-view/blob/7662fae07a2f339d9600c1dda263b8e409fc5592/lib/daru/view/adapters/highcharts/display.rb#L229-L245,export to excel,"Returns the script to export the chart in different formats in
   IRuby notebook

 @param (see #extract_export_code)
 @return [String] the script to export the chart in IRuby notebook"
187,php,https://github.com/ironedgesoftware/graphs/blob/c1cc2347e7ba1935fe6b06356a74f0cf3101f5a0/src/Service.php#L248-L289,export to excel,"Exports a graph to a graphviz image.

@param NodeInterface $node    - Graph.
@param array         $options - Options.

@throws InvalidWriterTypeException

@return Response"
188,go,https://github.com/cilium/cilium/blob/6ecfff82c2314dd9d847645361b57e2646eed64b/pkg/k8s/factory_functions.go#L272-L281,convert json to csv,// ConvertToIngress converts a *v1beta1.Ingress into a *v1beta1.Ingress
189,go,https://github.com/juju/juju/blob/ba728eedb1e44937c7bdc59f374b06400d0c7133/apiserver/common/storagecommon/volumes.go#L289-L304,convert json to csv,"// VolumeAttachmentInfoToState converts a params.VolumeAttachmentInfo
// to a state.VolumeAttachmentInfo."
190,javascript,https://github.com/AlCalzone/node-coap-client/blob/e690881a7be677b922325ce0103ddab2fc3ca091/build/lib/Hostname.js#L21-L44,convert json to csv,Takes an URL-safe hostname and converts it to an address to be used in UDP sockets
191,go,https://github.com/ethereum/go-ethereum/blob/b6c0234e0b5c9d459d1ed784c910f6348890d56b/cmd/puppeth/genesis.go#L310-L416,convert json to csv,"// newParityChainSpec converts a go-ethereum genesis block into a Parity specific
// chain specification format."
192,php,https://github.com/anklimsk/cakephp-basic-functions/blob/7554e8b0b420fd3155593af7bf76b7ccbdc8701e/Vendor/langcode-conv/zendframework/zend-filter/src/Inflector.php#L464-L472,convert json to csv,"Resolve named filters and convert them to filter objects.

@param  string $rule
@return FilterInterface"
193,php,https://github.com/PHLAK/Config/blob/7542c4bf3a4761233239d34104edff99abea1550/src/Loaders/Toml.php#L17-L30,convert json to csv,"Retrieve the contents of a .toml file and convert it to an array of
configuration options.

@return array Array of configuration options"
194,go,https://github.com/opencontainers/runc/blob/dae70e8efea4199c8ac3d8c80eb23e1f75e60ebf/libcontainer/seccomp/config.go#L50-L55,convert json to csv,"// ConvertStringToOperator converts a string into a Seccomp comparison operator.
// Comparison operators use the names they are assigned by Libseccomp's header.
// Attempting to convert a string that is not a valid operator results in an
// error."
195,php,https://github.com/bytic/helpers/blob/6a4f0388ba8653d65058ce63cf7627e38b9df041/src/Strings.php#L78-L91,convert json to csv,"Converts all relative hrefs and image srcs to absolute

@param string $string
@param string $base
@return string"
196,java,https://github.com/wildfly/wildfly-core/blob/cfaf0479dcbb2d320a44c5374b93b944ec39fade/platform-mbean/src/main/java/org/jboss/as/platform/mbean/PlatformMBeanUtil.java#L111-L120,convert json to csv,"Utility for converting {@link java.lang.management.MemoryUsage} to a detyped form.
@param memoryUsage the memory usage data object
@return the detyped representation"
197,php,https://github.com/ezsystems/ezpublish-kernel/blob/ef2ae730a46e9718ebd80f1047c0f8b866209ce9/eZ/Publish/Core/Persistence/Legacy/Content/FieldValue/Converter/MediaConverter.php#L53-L61,convert json to csv,"Converts field definition data in $storageDef into $fieldDef.

@param \eZ\Publish\Core\Persistence\Legacy\Content\StorageFieldDefinition $storageDef
@param \eZ\Publish\SPI\Persistence\Content\Type\FieldDefinition $fieldDef"
198,java,https://github.com/google/closure-compiler/blob/d81e36740f6a9e8ac31a825ee8758182e1dc5aae/src/com/google/javascript/jscomp/DotFormatter.java#L170-L173,convert json to csv,"Converts an AST to dot representation and appends it to the given buffer.
@param n the root of the AST described in the dot formatted string
@param inCFG Control Flow Graph.
@param builder A place to dump the graph."
199,php,https://github.com/propelorm/Propel/blob/3f7a284906ce3e402bcb101938270842fdad71fa/generator/lib/task/PropelDataDumpTask.php#L218-L248,convert json to csv,"Create the data XML -> database map.

This is necessary because there is currently no other method of knowing which
data XML files correspond to which database.  This map allows us to convert multiple
data XML files into SQL.

@throws IOException - if unable to store properties"
200,ruby,https://github.com/dicom/rtkit/blob/08248bf294769ae5b45ed4a9671f0620d5740252/lib/rtkit/dose_volume.rb#L238-L246,convert json to csv,"Builds a 3D dose pixel NArray from the dose images belonging to this
 DoseVolume. The array has shape [frames, columns, rows] and contains
 pixel values. To convert to dose values, the array must be multiplied
 with the scaling attribute.

 @return [NArray<Float>] a 3D numerical array"
201,java,https://github.com/PistoiaHELM/HELM2NotationToolkit/blob/ac5bb01fd5b4082134a8ef226bbe2ff0f60fcd38/src/main/java/org/helm/notation2/tools/HELM1Utils.java#L218-L290,convert json to csv,"method to convert the first section into canonical first section

@param helm2notation HELM2Notation
@return an Object containing in the first place a Map of converted ids and
in the second place the firstSection
@throws IOException
@throws HELM1ConverterException if there were HELM2 features in the
HELMNotation
@throws HELM1FormatException if the adHocMonomers can not be found
@throws ClassNotFoundException
@throws ValidationException if a smiles as monomer is not valid
@throws ChemistryException if the Chemistry Engine can not be initialized
@throws org.helm.notation2.parser.exceptionparser.NotationException"
202,python,https://github.com/wonambi-python/wonambi/blob/1d8e3d7e53df8017c199f703bcab582914676e76/wonambi/attr/annotations.py#L1212-L1249,convert json to csv,"Change the stage for one specific epoch.

        Parameters
        ----------
        epoch_start : int
            start time of the epoch, in seconds
        name : str
            description of the stage or qualifier.
        attr : str, optional
            either 'stage' or 'quality'
        save : bool
            whether to save every time one epoch is scored

        Raises
        ------
        KeyError
            When the epoch_start is not in the list of epochs.
        IndexError
            When there is no rater / epochs at all

        Notes
        -----
        In the GUI, you want to save as often as possible, even if it slows
        down the program, but it's the safer option. But if you're converting
        a dataset, you want to save at the end. Do not forget to save!"
203,python,https://github.com/secure-systems-lab/securesystemslib/blob/beb3109d5bb462e5a60eed88fb40ed1167bd354e/securesystemslib/keys.py#L496-L582,convert json to csv,"<Purpose>
    Construct a key dictionary (e.g., securesystemslib.formats.RSAKEY_SCHEMA)
    according to the keytype of 'key_metadata'.  The dict returned by this
    function has the exact format as the dict returned by one of the key
    generations functions, like generate_ed25519_key().  The dict returned
    has the form:

    {'keytype': keytype,
     'scheme': scheme,
     'keyid': 'f30a0870d026980100c0573bd557394f8c1bbd6...',
     'keyval': {'public': '...',
                'private': '...'}}

    For example, RSA key dictionaries in RSAKEY_SCHEMA format should be used by
    modules storing a collection of keys, such as with keydb.py.  RSA keys as
    stored in metadata files use a different format, so this function should be
    called if an RSA key is extracted from one of these metadata files and need
    converting.  The key generation functions create an entirely new key and
    return it in the format appropriate for 'keydb.py'.

    >>> ed25519_key = generate_ed25519_key()
    >>> key_val = ed25519_key['keyval']
    >>> keytype = ed25519_key['keytype']
    >>> scheme = ed25519_key['scheme']
    >>> ed25519_metadata = \
    format_keyval_to_metadata(keytype, scheme, key_val, private=True)
    >>> ed25519_key_2, junk = format_metadata_to_key(ed25519_metadata)
    >>> securesystemslib.formats.ED25519KEY_SCHEMA.matches(ed25519_key_2)
    True
    >>> ed25519_key == ed25519_key_2
    True

  <Arguments>
    key_metadata:
      The key dictionary as stored in Metadata files, conforming to
      'securesystemslib.formats.KEY_SCHEMA'.  It has the form:

      {'keytype': '...',
       'scheme': scheme,
       'keyval': {'public': '...',
                  'private': '...'}}

  <Exceptions>
    securesystemslib.exceptions.FormatError, if 'key_metadata' does not conform
    to 'securesystemslib.formats.KEY_SCHEMA'.

  <Side Effects>
    None.

  <Returns>
    In the case of an RSA key, a dictionary conformant to
    'securesystemslib.formats.RSAKEY_SCHEMA'."
204,java,https://github.com/dihedron/dihedron-commons/blob/a5194cdaa0d6417ef4aade6ea407a1cad6e8458e/src/main/java/org/dihedron/patterns/cache/Cache.java#L132-L145,replace in file,"Copies data from one resource to another, possibly replacing the destination
resource if one exists.

@param source
the name of the source resource.
@param destination
the name of the destination resource
@return
the cache itself, for method chaining."
205,python,https://github.com/tensorflow/tensor2tensor/blob/272500b6efe353aeb638d2745ed56e519462ca31/tensor2tensor/utils/beam_search.py#L273-L295,replace in file,"Finds the values and indices of the k largests entries.

  Instead of doing sort like tf.nn.top_k, this function finds the max value
  k times. The running time is proportional to k, which is be faster when k
  is small. The current implementation supports only inputs of rank 2.
  In addition, iota is used to replace the lower bits of each element, this
  makes the selection more stable when there are equal elements. The
  overhead is that output values are approximated.

  Args:
    inputs: A tensor with rank of 2. [batch_size, original_size].
    k: An integer, number of top elements to select.

  Returns:
    top_values: A tensor, the k largest elements in sorted order.
      [batch_size, k].
    indices: A tensor, indices of the top_values. [batch_size, k]."
206,python,https://github.com/tensorflow/tensor2tensor/blob/272500b6efe353aeb638d2745ed56e519462ca31/tensor2tensor/utils/beam_search.py#L273-L295,k means clustering,"Finds the values and indices of the k largests entries.

  Instead of doing sort like tf.nn.top_k, this function finds the max value
  k times. The running time is proportional to k, which is be faster when k
  is small. The current implementation supports only inputs of rank 2.
  In addition, iota is used to replace the lower bits of each element, this
  makes the selection more stable when there are equal elements. The
  overhead is that output values are approximated.

  Args:
    inputs: A tensor with rank of 2. [batch_size, original_size].
    k: An integer, number of top elements to select.

  Returns:
    top_values: A tensor, the k largest elements in sorted order.
      [batch_size, k].
    indices: A tensor, indices of the top_values. [batch_size, k]."
207,python,https://github.com/pywbem/pywbem/blob/e54ecb82c2211e289a268567443d60fdd489f1e4/examples/enumerator_generator.py#L39-L168,connect to sql,"Parse command line arguments, connect to the WBEM server and open the
    interactive shell."
208,python,https://github.com/saltstack/salt/blob/e8541fd6e744ab0df786c0f76102e41631f45d46/salt/modules/virt.py#L3897-L3934,connect to sql,"Delete one or more snapshots of the given VM.

    :param name: domain name
    :param names: names of the snapshots to remove
    :param connection: libvirt connection URI, overriding defaults

        .. versionadded:: 2019.2.0
    :param username: username to connect with, overriding defaults

        .. versionadded:: 2019.2.0
    :param password: password to connect with, overriding defaults

        .. versionadded:: 2019.2.0

    .. versionadded:: 2016.3.0

    CLI Example:

    .. code-block:: bash

        salt '*' virt.delete_snapshots <domain> all=True
        salt '*' virt.delete_snapshots <domain> <snapshot>
        salt '*' virt.delete_snapshots <domain> <snapshot1> <snapshot2> ..."
209,java,https://github.com/jparsec/jparsec/blob/df1280259f5da9eb5ffc537437569dddba66cb94/jparsec/src/main/java/org/jparsec/Parser.java#L810-L812,connect to sql,"A {@link Parser} that greedily runs {@code this} repeatedly, and ignores the pattern recognized by {@code delim}
before and after each occurrence. The result tokens are wrapped in {@link Token} and are collected and returned
in a {@link List}.

<p>It is normally not necessary to call this method explicitly. {@link #from(Parser, Parser)} is more convenient
for simple uses that just need to connect a token level parser with a lexer that produces the tokens. When more
flexible control over the token list is needed, for example, to parse indentation sensitive language, a
pre-processor of the token list may be needed.

<p> {@code this} must be a tokenizer that returns a token value."
210,python,https://github.com/saltstack/salt/blob/e8541fd6e744ab0df786c0f76102e41631f45d46/salt/modules/vsphere.py#L509-L581,connect to sql,"Retrieve information on ESXi or vCenter network dump collection and
    format it into a dictionary.

    host
        The location of the host.

    username
        The username used to login to the host, such as ``root``.

    password
        The password used to login to the host.

    protocol
        Optionally set to alternate protocol if the host is not using the default
        protocol. Default protocol is ``https``.

    port
        Optionally set to alternate port if the host is not using the default
        port. Default port is ``443``.

    esxi_hosts
        If ``host`` is a vCenter host, then use esxi_hosts to execute this function
        on a list of one or more ESXi machines.

    credstore
        Optionally set to path to the credential store file.

    :return: A dictionary with the network configuration, or, if getting
             the network config failed, a an error message retrieved from the
             standard cmd.run_all dictionary, per host.

    CLI Example:

    .. code-block:: bash

        # Used for ESXi host connection information
        salt '*' vsphere.get_coredump_network_config my.esxi.host root bad-password

        # Used for connecting to a vCenter Server
        salt '*' vsphere.get_coredump_network_config my.vcenter.location root bad-password \
            esxi_hosts='[esxi-1.host.com, esxi-2.host.com]'"
211,python,https://github.com/gabstopper/smc-python/blob/e027b8a5dcfaf884eada32d113d41c1e56b32457/smc/api/session.py#L404-L516,connect to sql,"Login to SMC API and retrieve a valid session.
        Sessions use a pool connection manager to provide dynamic scalability
        during times of increased load. Each session is managed by a global
        session manager making it possible to have more than one session per
        interpreter.

        An example login and logout session::

            from smc import session
            session.login(url='http://1.1.1.1:8082', api_key='SomeSMCG3ener@t3dPwd')
            .....do stuff.....
            session.logout()

        :param str url: ip of SMC management server
        :param str api_key: API key created for api client in SMC
        :param str login: Administrator user in SMC that has privilege to SMC API.
        :param str pwd: Password for user login.
        :param api_version (optional): specify api version
        :param int timeout: (optional): specify a timeout for initial connect; (default 10)
        :param str|boolean verify: verify SSL connections using cert (default: verify=True)
            You can pass verify the path to a CA_BUNDLE file or directory with certificates
            of trusted CAs
        :param str alt_filepath: If using .smcrc, alternate path+filename
        :param str domain: domain to log in to. If domains are not configured, this
            field will be ignored and api client logged in to 'Shared Domain'.
        :param bool retry_on_busy: pass as kwarg with boolean if you want to add retries
            if the SMC returns HTTP 503 error during operation. You can also optionally customize
            this behavior and call :meth:`.set_retry_on_busy`
        :raises ConfigLoadError: loading cfg from ~.smcrc fails

        For SSL connections, you can disable validation of the SMC SSL certificate by setting
        verify=False, however this is not a recommended practice.

        If you want to use the SSL certificate generated and used by the SMC API server
        for validation, set verify='path_to_my_dot_pem'. It is also recommended that your
        certificate has subjectAltName defined per RFC 2818
        
        If SSL warnings are thrown in debug output, see:
        https://urllib3.readthedocs.io/en/latest/advanced-usage.html#ssl-warnings

        Logout should be called to remove the session immediately from the
        SMC server.
        
        .. note:: As of SMC 6.4 it is possible to give a standard Administrative user
            access to the SMC API. It is still possible to use an API Client by
            providing the api_key in the login call."
212,python,https://github.com/saltstack/salt/blob/e8541fd6e744ab0df786c0f76102e41631f45d46/salt/modules/file.py#L5330-L5847,connect to sql,"Checks the destination against what was retrieved with get_managed and
    makes the appropriate modifications (if necessary).

    name
        location to place the file

    sfn
        location of cached file on the minion

        This is the path to the file stored on the minion. This file is placed
        on the minion using cp.cache_file.  If the hash sum of that file
        matches the source_sum, we do not transfer the file to the minion
        again.

        This file is then grabbed and if it has template set, it renders the
        file to be placed into the correct place on the system using
        salt.files.utils.copyfile()

    ret
        The initial state return data structure. Pass in ``None`` to use the
        default structure.

    source
        file reference on the master

    source_sum
        sum hash for source

    user
        user owner

    group
        group owner

    backup
        backup_mode

    attrs
        attributes to be set on file: '' means remove all of them

        .. versionadded:: 2018.3.0

    makedirs
        make directories if they do not exist

    template
        format of templating

    show_changes
        Include diff in state return

    contents:
        contents to be placed in the file

    dir_mode
        mode for directories created with makedirs

    skip_verify : False
        If ``True``, hash verification of remote file sources (``http://``,
        ``https://``, ``ftp://``) will be skipped, and the ``source_hash``
        argument will be ignored.

        .. versionadded:: 2016.3.0

    keep_mode : False
        If ``True``, and the ``source`` is a file from the Salt fileserver (or
        a local file on the minion), the mode of the destination file will be
        set to the mode of the source file.

        .. note:: keep_mode does not work with salt-ssh.

            As a consequence of how the files are transferred to the minion, and
            the inability to connect back to the master with salt-ssh, salt is
            unable to stat the file as it exists on the fileserver and thus
            cannot mirror the mode on the salt-ssh minion

    encoding
        If specified, then the specified encoding will be used. Otherwise, the
        file will be encoded using the system locale (usually UTF-8). See
        https://docs.python.org/3/library/codecs.html#standard-encodings for
        the list of available encodings.

        .. versionadded:: 2017.7.0

    encoding_errors : 'strict'
        Default is ```'strict'```.
        See https://docs.python.org/2/library/codecs.html#codec-base-classes
        for the error handling schemes.

        .. versionadded:: 2017.7.0

    seuser
        selinux user attribute

        .. versionadded:: Neon

    serange
        selinux range attribute

        .. versionadded:: Neon

    setype
        selinux type attribute

        .. versionadded:: Neon

    serange
        selinux range attribute

        .. versionadded:: Neon

    CLI Example:

    .. code-block:: bash

        salt '*' file.manage_file /etc/httpd/conf.d/httpd.conf '' '{}' salt://http/httpd.conf '{hash_type: 'md5', 'hsum': <md5sum>}' root root '755' '' base ''

    .. versionchanged:: 2014.7.0
        ``follow_symlinks`` option added"
213,python,https://github.com/Fahreeve/aiovk/blob/d454649d647d524c6753ba1d6ee16613355ec106/aiovk/sessions.py#L166-L189,html encode string,"Get authorization mobile page without js
        :return: html page"
214,php,https://github.com/RudyMas/Emvc_Email/blob/9ac2380c6863549fdc30ea64e446bbc6a9ebbb06/src/Email.php#L185-L190,html encode string,"Use Latte for rendering HTML E-mails in the EasyMVC framework

@param string $latteFile
@param array $data
@return string"
215,java,https://github.com/Netflix/denominator/blob/c565e3b8c6043051252e0947029511f9ac5d306f/route53/src/main/java/denominator/route53/ResourceRecordSetHandler.java#L40-L76,html encode string,"See <a href=""http://aws.amazon.com/route53/faqs/#Supported_DNS_record_types"" >supported
types</a> See <a href= ""http://docs.aws.amazon.com/Route53/latest/DeveloperGuide/ResourceRecordTypes.html""
>record type formats</a>"
216,javascript,https://github.com/clns/node-http-range/blob/0a16a5cdcc7d30ea14712054e683852c524d51de/lib/range-spec.js#L10-L24,html encode string,"Range spec class according to http://www.w3.org/Protocols/rfc2616/rfc2616-sec14.html#sec14.16
and http://www.w3.org/Protocols/rfc2616/rfc2616-sec14.html#sec14.35

@param {Number|undefined} low
@param {Number|undefined} high
@param {Number|undefined} [size] For validation only
@constructor"
217,javascript,https://github.com/ariatemplates/ariatemplates/blob/7ed5d065818ae159bf361c9dfb209b1cf3883c90/src/aria/utils/Dom.js#L1352-L1371,html encode string,"Proxy/polly fill method for getElementsByClassName. On browser which don't support this feature the behaviour
is emulated, otherwise the native version is called.
@param {HTMLElement} dom The source dom element
@param {String} className The class name to look for
@return {Array} Array of Html elements"
218,python,https://github.com/jpscaletti/authcode/blob/91529b6d0caec07d1452758d937e1e0745826139/authcode/auth_views_mixin.py#L44-L57,html encode string,"Search for a setting named ``template_<name>`` and renders it.
        If one is not defined it uses the default template of the library
        at ``autchode/templates/<name>,html``.

        To render the template uses the ``render`` function, a property that
        has been probably overwritten in a ``auth.setup_for_something``
        function (eg. ``setup_for_flask``)."
219,go,https://github.com/andygrunwald/go-gerrit/blob/174420ebee6cb397f25bd5623b250cff9e5aec9a/accounts.go#L413-L433,html encode string,"// ListAccountCapabilities returns the global capabilities that are enabled for the specified user.
// If the global capabilities for the calling user should be listed, self can be used as account-id.
// This can be used by UI tools to discover if administrative features are available to the caller, so they can hide (or show) relevant UI actions.
//
// Gerrit API docs: https://gerrit-review.googlesource.com/Documentation/rest-api-accounts.html#list-account-capabilities"
220,php,https://github.com/nabab/bbn/blob/439fea2faa0de22fdaae2611833bab8061f40c37/src/bbn/x.php#L608-L639,html encode string,"Returns the HTML code for creating the &lt;option&gt; tag(s) based on an array.
If the array is indexed, the index will be used as value

```php
\bbn\x::build_options(['yes', 'no']);
// string ""<option value=""yes"">yes</option>;<option value=""no"">no</option>""
\bbn\x::build_options(['yes', 'no'], 'no');
// string ""<option value=""yes"">yes</option><option value=""no"" selected=""selected"">no</option>""
\bbn\x::build_options(['yes', 'no'], 'no', 'LabelForEmpty');
// string ""<option value="""">LabelForEmpty</option><option value=""yes"">yes</option><option value=""no"" selected=""selected"">no</option>""
\bbn\x::dump(\bbn\x::build_options([3 => ""Allison"", 4 => ""Mike"", 5 => ""Andrew""], 5, 'Who?'));
// string ""<option  value="""">Who?</option><option  value=""3"">Allison</option><option  value=""4"">Mike</option><option  value=""5""  selected=""selected"">Andrew</option>""
```

@param array $values The source array for the options
@param mixed $selected The selected value
@param boolean $empty_label A label for empty value
@return string The HTML code."
221,java,https://github.com/igniterealtime/Smack/blob/870756997faec1e1bfabfac0cd6c2395b04da873/smack-extensions/src/main/java/org/jivesoftware/smackx/filetransfer/FileTransferNegotiator.java#L304-L339,html encode string,"Send a request to another user to send them a file. The other user has
the option of, accepting, rejecting, or not responding to a received file
transfer request.
<p>
If they accept, the stanza will contain the other user's chosen stream
type to send the file across. The two choices this implementation
provides to the other user for file transfer are <a
href=""http://www.xmpp.org/extensions/jep-0065.html"">SOCKS5 Bytestreams</a>,
which is the preferred method of transfer, and <a
href=""http://www.xmpp.org/extensions/jep-0047.html"">In-Band Bytestreams</a>,
which is the fallback mechanism.
</p>
<p>
The other user may choose to decline the file request if they do not
desire the file, their client does not support XEP-0096, or if there are
no acceptable means to transfer the file.
</p>
Finally, if the other user does not respond this method will return null
after the specified timeout.

@param userID          The userID of the user to whom the file will be sent.
@param streamID        The unique identifier for this file transfer.
@param fileName        The name of this file. Preferably it should include an
extension as it is used to determine what type of file it is.
@param size            The size, in bytes, of the file.
@param desc            A description of the file.
@param responseTimeout The amount of time, in milliseconds, to wait for the remote
user to respond. If they do not respond in time, this
@return Returns the stream negotiator selected by the peer.
@throws XMPPErrorException Thrown if there is an error negotiating the file transfer.
@throws NotConnectedException
@throws NoResponseException
@throws NoAcceptableTransferMechanisms
@throws InterruptedException"
